,time,solar_effect,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,occupancy_effect
0,2025-03-01 00:00:00+00:00,9.998712158085,23.6625,-1.4,21.0,25.0,0
1,2025-03-01 00:01:00+00:00,9.998712158085,23.666666666666668,-1.4,21.0,25.0,0
2,2025-03-01 00:02:00+00:00,9.998712158085,23.66,-1.4,21.0,25.0,0
3,2025-03-01 00:03:00+00:00,9.998712158085,23.654545454545453,-1.4,21.0,25.0,0
4,2025-03-01 00:04:00+00:00,9.998712158085,23.65833333333333,-1.4,21.0,25.0,0
5,2025-03-01 00:05:00+00:00,9.998712158085,23.661538461538463,-1.4,21.0,25.0,0
6,2025-03-01 00:06:00+00:00,9.998712158085,23.664285714285715,-1.4,21.0,25.0,0
7,2025-03-01 00:07:00+00:00,9.998712158085,23.666666666666668,-1.4,21.0,25.0,0
8,2025-03-01 00:08:00+00:00,9.998712158085,23.67333333333333,-1.4,21.0,25.0,0
9,2025-03-01 00:09:00+00:00,9.998712158085,23.673333333333336,-1.4,21.0,25.0,0
10,2025-03-01 00:10:00+00:00,9.998712158085,23.673333333333336,-1.4,21.0,25.0,0
11,2025-03-01 00:11:00+00:00,9.998712158085,23.666666666666668,-1.4,21.0,25.0,0
12,2025-03-01 00:12:00+00:00,9.998712158085,23.666666666666668,-1.4,21.0,25.0,0
13,2025-03-01 00:13:00+00:00,9.998712158085,23.66,-1.4,21.0,25.0,0
14,2025-03-01 00:14:00+00:00,9.998712158085,23.65333333333333,-1.4,21.0,25.0,0
15,2025-03-01 00:15:00+00:00,9.998712158085,23.65333333333333,-1.4,21.0,25.0,0
16,2025-03-01 00:16:00+00:00,9.998712158085,23.646666666666665,-1.4,21.0,25.0,0
17,2025-03-01 00:17:00+00:00,9.998712158085,23.646666666666665,-1.4,21.0,25.0,0
18,2025-03-01 00:18:00+00:00,9.998712158085,23.64666666666667,-1.4,21.0,25.0,0
19,2025-03-01 00:19:00+00:00,9.998712158085,23.64,-1.4,21.0,25.0,0
20,2025-03-01 00:20:00+00:00,9.998712158085,23.633333333333333,-1.4,21.0,25.0,0
21,2025-03-01 00:21:00+00:00,9.998712158085,23.626666666666665,-1.4,21.0,25.0,0
22,2025-03-01 00:22:00+00:00,9.998712158085,23.62,-1.4,21.0,25.0,0
23,2025-03-01 00:23:00+00:00,9.998712158085,23.613333333333337,-1.4,21.0,25.0,0
24,2025-03-01 00:24:00+00:00,9.998712158085,23.613333333333333,-1.4,21.0,25.0,0
25,2025-03-01 00:25:00+00:00,9.998712158085,23.60666666666667,-1.4,21.0,25.0,0
26,2025-03-01 00:26:00+00:00,9.998712158085,23.6,-1.4,21.0,25.0,0
27,2025-03-01 00:27:00+00:00,9.998712158085,23.6,-1.4,21.0,25.0,0
28,2025-03-01 00:28:00+00:00,9.998712158085,23.60666666666667,-1.4,21.0,25.0,0
29,2025-03-01 00:29:00+00:00,9.998712158085,23.613333333333337,-1.4,21.0,25.0,0
30,2025-03-01 00:30:00+00:00,9.998712158085,23.613333333333333,-1.5,21.0,25.0,0
31,2025-03-01 00:31:00+00:00,9.998712158085,23.613333333333337,-1.5,21.0,25.0,0
32,2025-03-01 00:32:00+00:00,9.998712158085,23.62,-1.5,21.0,25.0,0
33,2025-03-01 00:33:00+00:00,9.998712158085,23.62,-1.5,21.0,25.0,0
34,2025-03-01 00:34:00+00:00,9.998712158085,23.62,-1.5,21.0,25.0,0
35,2025-03-01 00:35:00+00:00,9.998712158085,23.62,-1.5,21.0,25.0,0
36,2025-03-01 00:36:00+00:00,9.998712158085,23.62,-1.5,21.0,25.0,0
37,2025-03-01 00:37:00+00:00,9.998712158085,23.613333333333333,-1.5,21.0,25.0,0
38,2025-03-01 00:38:00+00:00,9.998712158085,23.606666666666666,-1.5,21.0,25.0,0
39,2025-03-01 00:39:00+00:00,9.998712158085,23.6,-1.5,21.0,25.0,0
40,2025-03-01 00:40:00+00:00,9.998712158085,23.6,-1.5,21.0,25.0,0
41,2025-03-01 00:41:00+00:00,9.998712158085,23.60666666666667,-1.5,21.0,25.0,0
42,2025-03-01 00:42:00+00:00,9.998712158085,23.6,-1.5,21.0,25.0,0
43,2025-03-01 00:43:00+00:00,9.998712158085,23.586666666666662,-1.5,21.0,25.0,0
44,2025-03-01 00:45:00+00:00,9.998712158085,23.57333333333333,-1.5,21.0,25.0,0
45,2025-03-01 00:46:00+00:00,9.998712158085,23.57333333333333,-1.5,21.0,25.0,0
46,2025-03-01 00:47:00+00:00,9.998712158085,23.58,-1.5,21.0,25.0,0
47,2025-03-01 00:48:00+00:00,9.998712158085,23.566666666666663,-1.5,21.0,25.0,0
48,2025-03-01 00:49:00+00:00,9.998712158085,23.566666666666663,-1.5,21.0,25.0,0
49,2025-03-01 00:50:00+00:00,9.998712158085,23.56,-1.5,21.0,25.0,0
50,2025-03-01 00:51:00+00:00,9.998712158085,23.55333333333333,-1.5,21.0,25.0,0
51,2025-03-01 00:52:00+00:00,9.998712158085,23.540000000000003,-1.5,21.0,25.0,0
52,2025-03-01 00:53:00+00:00,9.998712158085,23.540000000000003,-1.5,21.0,25.0,0
53,2025-03-01 00:54:00+00:00,9.998712158085,23.506666666666668,-1.5,21.0,25.0,0
54,2025-03-01 00:55:00+00:00,9.998712158085,23.513333333333332,-1.5,21.0,25.0,0
55,2025-03-01 00:56:00+00:00,9.998712158085,23.506666666666668,-1.5,21.0,25.0,0
56,2025-03-01 00:57:00+00:00,9.998712158085,23.5,-1.5,21.0,25.0,0
57,2025-03-01 00:58:00+00:00,9.998712158085,23.493333333333336,-1.5,21.0,25.0,0
58,2025-03-01 00:59:00+00:00,9.998712158085,23.5,-1.5,21.0,25.0,0
59,2025-03-01 01:00:00+00:00,9.998712158085,23.506666666666668,-1.5,21.0,25.0,0
60,2025-03-01 01:01:00+00:00,9.998712158085,23.506666666666668,-1.5,21.0,25.0,0
61,2025-03-01 01:02:00+00:00,9.998712158085,23.5,-1.5,21.0,25.0,0
62,2025-03-01 01:03:00+00:00,9.998712158085,23.506666666666668,-1.5,21.0,25.0,0
63,2025-03-01 01:04:00+00:00,9.998712158085,23.51333333333333,-1.5,21.0,25.0,0
64,2025-03-01 01:05:00+00:00,9.998712158085,23.52,-1.5,21.0,25.0,0
65,2025-03-01 01:06:00+00:00,9.998712158085,23.526666666666664,-1.5,21.0,25.0,0
66,2025-03-01 01:07:00+00:00,9.998712158085,23.540000000000003,-1.5,21.0,25.0,0
67,2025-03-01 01:08:00+00:00,9.998712158085,23.540000000000003,-1.5,21.0,25.0,0
68,2025-03-01 01:09:00+00:00,9.998712158085,23.57333333333333,-1.5,21.0,25.0,0
69,2025-03-01 01:10:00+00:00,9.998712158085,23.566666666666663,-1.5,21.0,25.0,0
70,2025-03-01 01:11:00+00:00,9.998712158085,23.566666666666663,-1.5,21.0,25.0,0
71,2025-03-01 01:13:00+00:00,9.998712158085,23.566666666666663,-1.5,21.0,25.0,0
72,2025-03-01 01:14:00+00:00,9.998712158085,23.56,-1.5,21.0,25.0,0
73,2025-03-01 01:15:00+00:00,9.998712158085,23.56,-1.5,21.0,25.0,0
74,2025-03-01 01:16:00+00:00,9.998712158085,23.540000000000003,-1.5,21.0,25.0,0
75,2025-03-01 01:17:00+00:00,9.998712158085,23.52,-1.5,21.0,25.0,0
76,2025-03-01 01:18:00+00:00,9.998712158085,23.506666666666668,-1.5,21.0,25.0,0
77,2025-03-01 01:19:00+00:00,9.998712158085,23.49333333333333,-1.5,21.0,25.0,0
78,2025-03-01 01:20:00+00:00,9.998712158085,23.473333333333336,-1.5,21.0,25.0,0
79,2025-03-01 01:21:00+00:00,9.998712158085,23.466666666666665,-1.5,21.0,25.0,0
80,2025-03-01 01:22:00+00:00,9.998712158085,23.46,-1.5,21.0,25.0,0
81,2025-03-01 01:23:00+00:00,9.998712158085,23.46,-1.5,21.0,25.0,0
82,2025-03-01 01:24:00+00:00,9.998712158085,23.46,-1.5,21.0,25.0,0
83,2025-03-01 01:25:00+00:00,9.998712158085,23.46,-1.5,21.0,25.0,0
84,2025-03-01 01:26:00+00:00,9.998712158085,23.46,-1.5,21.0,25.0,0
85,2025-03-01 01:27:00+00:00,9.998712158085,23.46,-1.5,21.0,25.0,0
86,2025-03-01 01:28:00+00:00,9.998712158085,23.466666666666665,-1.5,21.0,25.0,0
87,2025-03-01 01:29:00+00:00,9.998712158085,23.473333333333336,-1.5,21.0,25.0,0
88,2025-03-01 01:30:00+00:00,9.998712158085,23.466666666666665,-0.8,21.0,25.0,0
89,2025-03-01 01:31:00+00:00,9.998712158085,23.48,-0.8,21.0,25.0,0
90,2025-03-01 01:32:00+00:00,9.998712158085,23.49333333333333,-0.8,21.0,25.0,0
91,2025-03-01 01:33:00+00:00,9.998712158085,23.5,-0.8,21.0,25.0,0
92,2025-03-01 01:34:00+00:00,9.998712158085,23.513333333333332,-0.8,21.0,25.0,0
93,2025-03-01 01:35:00+00:00,9.998712158085,23.52,-0.8,21.0,25.0,0
94,2025-03-01 01:36:00+00:00,9.998712158085,23.626666666666665,-0.8,21.0,25.0,0
95,2025-03-01 01:37:00+00:00,9.998712158085,23.626666666666665,-0.8,21.0,25.0,0
96,2025-03-01 01:38:00+00:00,9.998712158085,23.62,-0.8,21.0,25.0,0
97,2025-03-01 01:39:00+00:00,9.998712158085,23.62,-0.8,21.0,25.0,0
98,2025-03-01 01:40:00+00:00,9.998712158085,23.766666666666666,-0.8,21.0,25.0,0
99,2025-03-01 01:41:00+00:00,9.998712158085,23.773333333333333,-0.8,21.0,25.0,0
100,2025-03-01 01:42:00+00:00,9.998712158085,23.780000000000005,-0.8,21.0,25.0,0
101,2025-03-01 01:43:00+00:00,9.998712158085,23.773333333333333,-0.8,21.0,25.0,0
102,2025-03-01 01:44:00+00:00,9.998712158085,23.773333333333333,-0.8,21.0,25.0,0
103,2025-03-01 01:45:00+00:00,9.998712158085,23.766666666666666,-0.8,21.0,25.0,0
104,2025-03-01 01:46:00+00:00,9.998712158085,23.766666666666666,-0.8,21.0,25.0,0
105,2025-03-01 01:47:00+00:00,9.998712158085,23.76,-0.8,21.0,25.0,0
106,2025-03-01 01:48:00+00:00,9.998712158085,23.75333333333333,-0.8,21.0,25.0,0
107,2025-03-01 01:49:00+00:00,9.998712158085,23.74,-0.8,21.0,25.0,0
108,2025-03-01 01:50:00+00:00,9.998712158085,23.74,-0.8,21.0,25.0,0
109,2025-03-01 01:51:00+00:00,9.998712158085,23.633333333333333,-0.8,21.0,25.0,0
110,2025-03-01 01:52:00+00:00,9.998712158085,23.633333333333333,-0.8,21.0,25.0,0
111,2025-03-01 01:53:00+00:00,9.998712158085,23.626666666666665,-0.8,21.0,25.0,0
112,2025-03-01 01:54:00+00:00,9.998712158085,23.62,-0.8,21.0,25.0,0
113,2025-03-01 01:55:00+00:00,9.998712158085,23.466666666666665,-0.8,21.0,25.0,0
114,2025-03-01 01:56:00+00:00,9.998712158085,23.46,-0.8,21.0,25.0,0
115,2025-03-01 01:57:00+00:00,9.998712158085,23.45333333333333,-0.8,21.0,25.0,0
116,2025-03-01 01:58:00+00:00,9.998712158085,23.45333333333333,-0.8,21.0,25.0,0
117,2025-03-01 01:59:00+00:00,9.998712158085,23.44,-0.8,21.0,25.0,0
118,2025-03-01 02:00:00+00:00,9.998712158085,23.446666666666665,-0.8,21.0,25.0,0
119,2025-03-01 02:01:00+00:00,9.998712158085,23.446666666666665,-0.8,21.0,25.0,0
120,2025-03-01 02:02:00+00:00,9.998712158085,23.453333333333333,-0.8,21.0,25.0,0
121,2025-03-01 02:03:00+00:00,9.998712158085,23.46,-0.8,21.0,25.0,0
122,2025-03-01 02:04:00+00:00,9.998712158085,23.46,-0.8,21.0,25.0,0
123,2025-03-01 02:05:00+00:00,9.998712158085,23.446666666666665,-0.8,21.0,25.0,0
124,2025-03-01 02:06:00+00:00,9.998712158085,23.446666666666665,-0.8,21.0,25.0,0
125,2025-03-01 02:07:00+00:00,9.998712158085,23.433333333333334,-0.8,21.0,25.0,0
126,2025-03-01 02:08:00+00:00,9.998712158085,23.433333333333334,-0.8,21.0,25.0,0
127,2025-03-01 02:09:00+00:00,9.998712158085,23.426666666666662,-0.8,21.0,25.0,0
128,2025-03-01 02:11:00+00:00,9.998712158085,23.42,-0.8,21.0,25.0,0
129,2025-03-01 02:12:00+00:00,9.998712158085,23.41333333333333,-0.8,21.0,25.0,0
130,2025-03-01 02:13:00+00:00,9.998712158085,23.40666666666667,-0.8,21.0,25.0,0
131,2025-03-01 02:14:00+00:00,9.998712158085,23.39333333333333,-0.8,21.0,25.0,0
132,2025-03-01 02:15:00+00:00,9.998712158085,23.4,-0.8,21.0,25.0,0
133,2025-03-01 02:16:00+00:00,9.998712158085,23.40666666666667,-0.8,21.0,25.0,0
134,2025-03-01 02:17:00+00:00,9.998712158085,23.39333333333333,-0.8,21.0,25.0,0
135,2025-03-01 02:18:00+00:00,9.998712158085,23.38,-0.8,21.0,25.0,0
136,2025-03-01 02:19:00+00:00,9.998712158085,23.366666666666667,-0.8,21.0,25.0,0
137,2025-03-01 02:20:00+00:00,9.998712158085,23.360000000000003,-0.8,21.0,25.0,0
138,2025-03-01 02:21:00+00:00,9.998712158085,23.366666666666667,-0.8,21.0,25.0,0
139,2025-03-01 02:22:00+00:00,9.998712158085,23.360000000000003,-0.8,21.0,25.0,0
140,2025-03-01 02:23:00+00:00,9.998712158085,23.366666666666667,-0.8,21.0,25.0,0
141,2025-03-01 02:24:00+00:00,9.998712158085,23.366666666666667,-0.8,21.0,25.0,0
142,2025-03-01 02:25:00+00:00,9.998712158085,23.37333333333333,-0.8,21.0,25.0,0
143,2025-03-01 02:26:00+00:00,9.998712158085,23.38,-0.8,21.0,25.0,0
144,2025-03-01 02:27:00+00:00,9.998712158085,23.380000000000003,-0.8,21.0,25.0,0
145,2025-03-01 02:28:00+00:00,9.998712158085,23.37333333333333,-0.8,21.0,25.0,0
146,2025-03-01 02:29:00+00:00,9.998712158085,23.386666666666663,-0.8,21.0,25.0,0
147,2025-03-01 02:31:00+00:00,9.998712158085,23.39333333333333,-0.6,21.0,25.0,0
148,2025-03-01 02:32:00+00:00,9.998712158085,23.386666666666663,-0.6,21.0,25.0,0
149,2025-03-01 02:33:00+00:00,9.998712158085,23.4,-0.6,21.0,25.0,0
150,2025-03-01 02:34:00+00:00,9.998712158085,23.41333333333333,-0.6,21.0,25.0,0
151,2025-03-01 02:35:00+00:00,9.998712158085,23.426666666666662,-0.6,21.0,25.0,0
152,2025-03-01 02:36:00+00:00,9.998712158085,23.44,-0.6,21.0,25.0,0
153,2025-03-01 02:37:00+00:00,9.998712158085,23.44,-0.6,21.0,25.0,0
154,2025-03-01 02:38:00+00:00,9.998712158085,23.44,-0.6,21.0,25.0,0
155,2025-03-01 02:39:00+00:00,9.998712158085,23.44,-0.6,21.0,25.0,0
156,2025-03-01 02:40:00+00:00,9.998712158085,23.446666666666665,-0.6,21.0,25.0,0
157,2025-03-01 02:41:00+00:00,9.998712158085,23.45333333333333,-0.6,21.0,25.0,0
158,2025-03-01 02:42:00+00:00,9.998712158085,23.453333333333333,-0.6,21.0,25.0,0
159,2025-03-01 02:43:00+00:00,9.998712158085,23.46,-0.6,21.0,25.0,0
160,2025-03-01 02:44:00+00:00,9.998712158085,23.466666666666665,-0.6,21.0,25.0,0
161,2025-03-01 02:45:00+00:00,9.998712158085,23.46,-0.6,21.0,25.0,0
162,2025-03-01 02:46:00+00:00,9.998712158085,23.453333333333333,-0.6,21.0,25.0,0
163,2025-03-01 02:47:00+00:00,9.998712158085,23.453333333333333,-0.6,21.0,25.0,0
164,2025-03-01 02:48:00+00:00,9.998712158085,23.446666666666665,-0.6,21.0,25.0,0
165,2025-03-01 02:49:00+00:00,9.998712158085,23.44,-0.6,21.0,25.0,0
166,2025-03-01 02:50:00+00:00,9.998712158085,23.426666666666662,-0.6,21.0,25.0,0
167,2025-03-01 02:51:00+00:00,9.998712158085,23.41333333333333,-0.6,21.0,25.0,0
168,2025-03-01 02:52:00+00:00,9.998712158085,23.406666666666663,-0.6,21.0,25.0,0
169,2025-03-01 02:53:00+00:00,9.998712158085,23.41333333333333,-0.6,21.0,25.0,0
170,2025-03-01 02:54:00+00:00,9.998712158085,23.40666666666667,-0.6,21.0,25.0,0
171,2025-03-01 02:55:00+00:00,9.998712158085,23.39333333333333,-0.6,21.0,25.0,0
172,2025-03-01 02:56:00+00:00,9.998712158085,23.386666666666667,-0.6,21.0,25.0,0
173,2025-03-01 02:57:00+00:00,9.998712158085,23.386666666666663,-0.6,21.0,25.0,0
174,2025-03-01 02:58:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
175,2025-03-01 02:59:00+00:00,9.998712158085,23.37333333333333,-0.6,21.0,25.0,0
176,2025-03-01 03:00:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
177,2025-03-01 03:01:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
178,2025-03-01 03:02:00+00:00,9.998712158085,23.37333333333333,-0.6,21.0,25.0,0
179,2025-03-01 03:03:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
180,2025-03-01 03:04:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
181,2025-03-01 03:05:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
182,2025-03-01 03:06:00+00:00,9.998712158085,23.39333333333333,-0.6,21.0,25.0,0
183,2025-03-01 03:07:00+00:00,9.998712158085,23.4,-0.6,21.0,25.0,0
184,2025-03-01 03:08:00+00:00,9.998712158085,23.39333333333333,-0.6,21.0,25.0,0
185,2025-03-01 03:09:00+00:00,9.998712158085,23.4,-0.6,21.0,25.0,0
186,2025-03-01 03:10:00+00:00,9.998712158085,23.406666666666663,-0.6,21.0,25.0,0
187,2025-03-01 03:11:00+00:00,9.998712158085,23.4,-0.6,21.0,25.0,0
188,2025-03-01 03:12:00+00:00,9.998712158085,23.4,-0.6,21.0,25.0,0
189,2025-03-01 03:13:00+00:00,9.998712158085,23.4,-0.6,21.0,25.0,0
190,2025-03-01 03:14:00+00:00,9.998712158085,23.406666666666663,-0.6,21.0,25.0,0
191,2025-03-01 03:15:00+00:00,9.998712158085,23.39333333333333,-0.6,21.0,25.0,0
192,2025-03-01 03:16:00+00:00,9.998712158085,23.39333333333333,-0.6,21.0,25.0,0
193,2025-03-01 03:17:00+00:00,9.998712158085,23.39333333333333,-0.6,21.0,25.0,0
194,2025-03-01 03:18:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
195,2025-03-01 03:19:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
196,2025-03-01 03:20:00+00:00,9.998712158085,23.38,-0.6,21.0,25.0,0
197,2025-03-01 03:21:00+00:00,9.998712158085,23.37333333333333,-0.6,21.0,25.0,0
198,2025-03-01 03:22:00+00:00,9.998712158085,23.366666666666667,-0.6,21.0,25.0,0
199,2025-03-01 03:23:00+00:00,9.998712158085,23.366666666666667,-0.6,21.0,25.0,0
200,2025-03-01 03:24:00+00:00,9.998712158085,23.36,-0.6,21.0,25.0,0
201,2025-03-01 03:25:00+00:00,9.998712158085,23.366666666666667,-0.6,21.0,25.0,0
202,2025-03-01 03:26:00+00:00,9.998712158085,23.366666666666667,-0.6,21.0,25.0,0
203,2025-03-01 03:27:00+00:00,9.998712158085,23.366666666666667,-0.6,21.0,25.0,0
204,2025-03-01 03:28:00+00:00,9.998712158085,23.366666666666667,-0.6,21.0,25.0,0
205,2025-03-01 03:29:00+00:00,9.998712158085,23.35333333333333,-0.6,21.0,25.0,0
206,2025-03-01 03:30:00+00:00,9.998712158085,23.346666666666668,-0.6,21.0,25.0,0
207,2025-03-01 03:31:00+00:00,9.998712158085,23.346666666666668,-0.6,21.0,25.0,0
208,2025-03-01 03:32:00+00:00,9.998712158085,23.346666666666668,-0.6,21.0,25.0,0
209,2025-03-01 03:33:00+00:00,9.998712158085,23.35333333333333,-0.6,21.0,25.0,0
210,2025-03-01 03:34:00+00:00,9.998712158085,23.346666666666668,-0.6,21.0,25.0,0
211,2025-03-01 03:35:00+00:00,9.998712158085,23.35333333333333,-0.6,21.0,25.0,0
212,2025-03-01 03:36:00+00:00,9.998712158085,23.346666666666668,-0.6,21.0,25.0,0
213,2025-03-01 03:37:00+00:00,9.998712158085,23.35333333333333,-0.6,21.0,25.0,0
214,2025-03-01 03:38:00+00:00,9.998712158085,23.35333333333333,-0.6,21.0,25.0,0
215,2025-03-01 03:39:00+00:00,9.998712158085,23.36,-0.6,21.0,25.0,0
