,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2025-02-12 00:14:00+00:00,4.0124511719,21.1375,-0.1,21.0,25.0
1,2025-02-12 00:29:00+00:00,4.0124511719,21.144444444444442,-0.1,21.0,25.0
2,2025-02-12 00:44:00+00:00,4.0124511719,21.15,-0.3,21.0,25.0
3,2025-02-12 01:01:00+00:00,4.0124511719,21.145454545454545,-0.3,21.0,25.0
4,2025-02-12 01:16:00+00:00,4.0124511719,21.133333333333333,-0.3,21.0,25.0
5,2025-02-12 01:31:00+00:00,4.0124511719,21.115384615384617,-0.5,21.0,25.0
6,2025-02-12 01:46:00+00:00,4.0124511719,21.099999999999998,-0.5,21.0,25.0
7,2025-02-12 02:01:00+00:00,4.0124511719,21.106666666666666,-0.5,21.0,25.0
8,2025-02-12 02:17:00+00:00,4.0124511719,21.106666666666666,-0.5,21.0,25.0
9,2025-02-12 02:32:00+00:00,4.0124511719,21.12,-0.6,21.0,25.0
10,2025-02-12 02:47:00+00:00,4.0124511719,21.133333333333333,-0.6,21.0,25.0
11,2025-02-12 03:02:00+00:00,4.0124511719,21.133333333333333,-0.6,21.0,25.0
12,2025-02-12 03:17:00+00:00,4.0124511719,21.119999999999997,-0.6,21.0,25.0
13,2025-02-12 03:33:00+00:00,4.0124511719,21.10666666666667,-0.8,21.0,25.0
14,2025-02-12 03:48:00+00:00,4.0124511719,21.10666666666667,-0.8,21.0,25.0
15,2025-02-12 04:03:00+00:00,4.0124511719,21.133333333333333,-0.8,21.0,25.0
16,2025-02-12 04:20:00+00:00,4.0124511719,21.173333333333332,-0.8,21.0,25.0
17,2025-02-12 04:35:00+00:00,4.0124511719,21.233333333333334,-0.8,21.0,25.0
18,2025-02-12 04:51:00+00:00,4.0124511719,21.3,-0.8,21.0,25.0
19,2025-02-12 05:07:00+00:00,4.0124511719,21.39333333333333,-0.8,22.0,24.0
20,2025-02-12 05:23:00+00:00,4.0124511719,21.466666666666665,-0.8,22.0,24.0
21,2025-02-12 05:38:00+00:00,4.0124511719,21.54666666666667,-0.9,22.0,24.0
22,2025-02-12 05:55:00+00:00,4.0124511719,21.60666666666667,-0.9,22.0,24.0
23,2025-02-12 06:10:00+00:00,4.0124511719,21.746666666666666,-0.9,22.5,23.5
24,2025-02-12 06:27:00+00:00,4.0124511719,21.846666666666668,-0.9,22.0,24.0
25,2025-02-12 06:42:00+00:00,4.0124511719,21.94666666666667,-1.0,22.0,24.0
26,2025-02-12 06:58:00+00:00,4.0124511719,22.060000000000002,-1.0,22.0,24.0
27,2025-02-12 07:14:00+00:00,4.0124511719,22.180000000000003,-1.0,22.5,23.5
28,2025-02-12 07:29:00+00:00,4.0124511719,22.306666666666665,-1.0,22.5,23.5
30,2025-02-12 07:59:00+00:00,6.0250244141,22.40666666666667,-1.0,22.5,23.5
31,2025-02-12 08:14:00+00:00,10.0947265625,22.493333333333332,-1.0,22.5,23.5
33,2025-02-12 08:44:00+00:00,12.0992431641,22.573333333333334,-1.0,22.5,23.5
34,2025-02-12 08:59:00+00:00,12.0992431641,22.62,-1.0,22.5,23.5
35,2025-02-12 09:14:00+00:00,16.1381835938,22.666666666666668,-1.0,22.5,23.5
36,2025-02-12 09:29:00+00:00,16.1381835938,22.706666666666667,-1.0,22.5,23.5
37,2025-02-12 09:44:00+00:00,20.2369384766,22.766666666666666,-0.9,22.5,23.5
40,2025-02-12 10:30:00+00:00,26.2579345703,22.8,-0.8,22.5,23.5
41,2025-02-12 10:46:00+00:00,26.2579345703,22.846666666666668,-0.8,22.5,23.5
42,2025-02-12 11:01:00+00:00,26.2579345703,22.773333333333333,-0.8,22.5,23.5
43,2025-02-12 11:16:00+00:00,28.2785644531,22.733333333333334,-0.8,22.5,23.5
44,2025-02-12 11:31:00+00:00,30.3244628906,22.69333333333333,-0.6,22.5,23.5
45,2025-02-12 11:46:00+00:00,28.3189697266,22.66,-0.6,22.5,23.5
46,2025-02-12 12:01:00+00:00,32.6092529297,22.619999999999997,-0.6,22.5,23.5
49,2025-02-12 12:47:00+00:00,26.3660888672,22.560000000000002,-0.7,22.0,24.0
50,2025-02-12 13:02:00+00:00,26.2757568359,22.506666666666664,-0.7,22.0,24.0
51,2025-02-12 13:17:00+00:00,20.1477050781,22.426666666666666,-0.7,22.0,24.0
